Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011198 | lrm: 1.00 | T: 512 | dt: 1514ms | tok/sec: 346,393 | mfu: 8.4% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.854656 | lrm: 1.00 | T: 512 | dt: 287ms | tok/sec: 1,826,246 | mfu: 44.1% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.442198 | lrm: 1.00 | T: 512 | dt: 287ms | tok/sec: 1,825,100 | mfu: 44.1% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.971442 | lrm: 1.00 | T: 512 | dt: 362ms | tok/sec: 1,446,718 | mfu: 35.0% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.578557 | lrm: 1.00 | T: 512 | dt: 295ms | tok/sec: 1,777,382 | mfu: 42.9% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.248419 | lrm: 1.00 | T: 512 | dt: 302ms | tok/sec: 1,738,087 | mfu: 42.0% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 6.997318 | lrm: 1.00 | T: 512 | dt: 298ms | tok/sec: 1,761,378 | mfu: 42.6% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.785847 | lrm: 1.00 | T: 512 | dt: 303ms | tok/sec: 1,732,959 | mfu: 41.9% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.605350 | lrm: 1.00 | T: 512 | dt: 296ms | tok/sec: 1,774,142 | mfu: 42.9% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.452738 | lrm: 1.00 | T: 512 | dt: 291ms | tok/sec: 1,802,677 | mfu: 43.6% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.322219 | lrm: 1.00 | T: 512 | dt: 301ms | tok/sec: 1,744,669 | mfu: 42.2% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.212732 | lrm: 1.00 | T: 512 | dt: 294ms | tok/sec: 1,786,301 | mfu: 43.2% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.115216 | lrm: 1.00 | T: 512 | dt: 293ms | tok/sec: 1,786,628 | mfu: 43.2% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 6.028308 | lrm: 1.00 | T: 512 | dt: 298ms | tok/sec: 1,757,308 | mfu: 42.5% | epoch: 1 | remaining: 299s    
step 00712 (75.9%) | loss: 2.938252 | lrm: 0.48 | T: 1024 | dt: 353ms | tok/sec: 1,486,434 | mfu: 35.9% | epoch: 1 | remaining: 72s    
step 00713 (76.0%) | loss: 2.937917 | lrm: 0.48 | T: 1024 | dt: 341ms | tok/sec: 1,536,097 | mfu: 37.1% | epoch: 1 | remaining: 72s    
step 00714 (76.1%) | loss: 2.936774 | lrm: 0.48 | T: 1024 | dt: 326ms | tok/sec: 1,610,220 | mfu: 38.9% | epoch: 1 | remaining: 71s    
step 00715 (76.2%) | loss: 2.933649 | lrm: 0.48 | T: 1024 | dt: 321ms | tok/sec: 1,630,907 | mfu: 39.4% | epoch: 1 | remaining: 71s    
step 00716 (76.3%) | loss: 2.930633 | lrm: 0.47 | T: 1024 | dt: 386ms | tok/sec: 1,359,876 | mfu: 32.9% | epoch: 1 | remaining: 71s    
step 00717 (76.4%) | loss: 2.931491 | lrm: 0.47 | T: 1024 | dt: 339ms | tok/sec: 1,547,517 | mfu: 37.4% | epoch: 1 | remaining: 70s    
step 00718 (76.6%) | loss: 2.927040 | lrm: 0.47 | T: 1024 | dt: 330ms | tok/sec: 1,590,804 | mfu: 38.4% | epoch: 1 | remaining: 70s    
step 00719 (76.7%) | loss: 2.929034 | lrm: 0.47 | T: 1024 | dt: 339ms | tok/sec: 1,544,777 | mfu: 37.3% | epoch: 1 | remaining: 70s    
step 00720 (76.8%) | loss: 2.928056 | lrm: 0.46 | T: 1024 | dt: 303ms | tok/sec: 1,732,616 | mfu: 41.9% | epoch: 1 | remaining: 69s    
step 00721 (76.9%) | loss: 2.927283 | lrm: 0.46 | T: 1024 | dt: 332ms | tok/sec: 1,578,306 | mfu: 38.1% | epoch: 1 | remaining: 69s    
step 00722 (77.0%) | loss: 2.926261 | lrm: 0.46 | T: 1024 | dt: 317ms | tok/sec: 1,651,812 | mfu: 39.9% | epoch: 1 | remaining: 69s    
step 00723 (77.1%) | loss: 2.924919 | lrm: 0.46 | T: 1024 | dt: 330ms | tok/sec: 1,589,677 | mfu: 38.4% | epoch: 1 | remaining: 68s    
step 00724 (77.2%) | loss: 2.921103 | lrm: 0.46 | T: 1024 | dt: 381ms | tok/sec: 1,375,867 | mfu: 33.2% | epoch: 1 | remaining: 68s    
step 00725 (77.3%) | loss: 2.923819 | lrm: 0.45 | T: 1024 | dt: 454ms | tok/sec: 1,156,001 | mfu: 27.9% | epoch: 1 | remaining: 68s    
step 00726 (77.5%) | loss: 2.923605 | lrm: 0.45 | T: 1024 | dt: 385ms | tok/sec: 1,362,396 | mfu: 32.9% | epoch: 1 | remaining: 67s    
step 00727 (77.6%) | loss: 2.923402 | lrm: 0.45 | T: 1024 | dt: 297ms | tok/sec: 1,768,085 | mfu: 42.7% | epoch: 1 | remaining: 67s    
step 00728 (77.7%) | loss: 2.923276 | lrm: 0.45 | T: 1024 | dt: 297ms | tok/sec: 1,764,040 | mfu: 42.6% | epoch: 1 | remaining: 67s    
step 00729 (77.8%) | loss: 2.924757 | lrm: 0.44 | T: 1024 | dt: 308ms | tok/sec: 1,700,495 | mfu: 41.1% | epoch: 1 | remaining: 66s    
step 00730 (77.9%) | loss: 2.921685 | lrm: 0.44 | T: 1024 | dt: 311ms | tok/sec: 1,685,598 | mfu: 40.7% | epoch: 1 | remaining: 66s    
step 00731 (78.0%) | loss: 2.916019 | lrm: 0.44 | T: 1024 | dt: 301ms | tok/sec: 1,744,701 | mfu: 42.2% | epoch: 1 | remaining: 66s    
step 00732 (78.1%) | loss: 2.917827 | lrm: 0.44 | T: 1024 | dt: 302ms | tok/sec: 1,735,922 | mfu: 41.9% | epoch: 1 | remaining: 65s    
step 00733 (78.2%) | loss: 2.917718 | lrm: 0.44 | T: 1024 | dt: 316ms | tok/sec: 1,661,709 | mfu: 40.1% | epoch: 1 | remaining: 65s    
step 00734 (78.3%) | loss: 2.917565 | lrm: 0.43 | T: 1024 | dt: 299ms | tok/sec: 1,751,443 | mfu: 42.3% | epoch: 1 | remaining: 65s    
step 00735 (78.4%) | loss: 2.914928 | lrm: 0.43 | T: 1024 | dt: 334ms | tok/sec: 1,569,064 | mfu: 37.9% | epoch: 1 | remaining: 64s    
step 00736 (78.5%) | loss: 2.916517 | lrm: 0.43 | T: 1024 | dt: 341ms | tok/sec: 1,539,000 | mfu: 37.2% | epoch: 1 | remaining: 64s    
step 00737 (78.6%) | loss: 2.915004 | lrm: 0.43 | T: 1024 | dt: 300ms | tok/sec: 1,748,095 | mfu: 42.2% | epoch: 1 | remaining: 64s    
step 00738 (78.7%) | loss: 2.915241 | lrm: 0.43 | T: 1024 | dt: 321ms | tok/sec: 1,633,928 | mfu: 39.5% | epoch: 1 | remaining: 63s    
step 00739 (78.9%) | loss: 2.915624 | lrm: 0.42 | T: 1024 | dt: 369ms | tok/sec: 1,419,698 | mfu: 34.3% | epoch: 1 | remaining: 63s    
step 00740 (79.0%) | loss: 2.918893 | lrm: 0.42 | T: 1024 | dt: 336ms | tok/sec: 1,559,467 | mfu: 37.7% | epoch: 1 | remaining: 63s    
step 00741 (79.1%) | loss: 2.921680 | lrm: 0.42 | T: 1024 | dt: 299ms | tok/sec: 1,753,464 | mfu: 42.4% | epoch: 1 | remaining: 62s    
step 00742 (79.2%) | loss: 2.917115 | lrm: 0.42 | T: 1024 | dt: 306ms | tok/sec: 1,713,979 | mfu: 41.4% | epoch: 1 | remaining: 62s    
step 00743 (79.3%) | loss: 2.915889 | lrm: 0.41 | T: 1024 | dt: 311ms | tok/sec: 1,684,911 | mfu: 40.7% | epoch: 1 | remaining: 62s    
step 00744 (79.4%) | loss: 2.914021 | lrm: 0.41 | T: 1024 | dt: 301ms | tok/sec: 1,740,665 | mfu: 42.1% | epoch: 1 | remaining: 62s    
step 00745 (79.5%) | loss: 2.911794 | lrm: 0.41 | T: 1024 | dt: 304ms | tok/sec: 1,725,630 | mfu: 41.7% | epoch: 1 | remaining: 61s    
step 00746 (79.6%) | loss: 2.909092 | lrm: 0.41 | T: 1024 | dt: 310ms | tok/sec: 1,692,634 | mfu: 40.9% | epoch: 1 | remaining: 61s    
step 00747 (79.7%) | loss: 2.911198 | lrm: 0.41 | T: 1024 | dt: 305ms | tok/sec: 1,718,994 | mfu: 41.5% | epoch: 1 | remaining: 61s    
step 00748 (79.8%) | loss: 2.914952 | lrm: 0.40 | T: 1024 | dt: 358ms | tok/sec: 1,463,950 | mfu: 35.4% | epoch: 1 | remaining: 60s    
step 00749 (79.9%) | loss: 2.913598 | lrm: 0.40 | T: 1024 | dt: 325ms | tok/sec: 1,613,121 | mfu: 39.0% | epoch: 1 | remaining: 60s    
step 00750 (80.0%) | loss: 2.914327 | lrm: 0.40 | T: 1024 | dt: 308ms | tok/sec: 1,702,536 | mfu: 41.1% | epoch: 1 | remaining: 60s    
step 00751 (80.1%) | loss: 2.915756 | lrm: 0.40 | T: 1024 | dt: 330ms | tok/sec: 1,588,315 | mfu: 38.4% | epoch: 1 | remaining: 59s    
step 00752 (80.2%) | loss: 2.911959 | lrm: 0.40 | T: 1024 | dt: 308ms | tok/sec: 1,704,646 | mfu: 41.2% | epoch: 1 | remaining: 59s    
step 00753 (80.3%) | loss: 2.912711 | lrm: 0.39 | T: 1024 | dt: 302ms | tok/sec: 1,734,777 | mfu: 41.9% | epoch: 1 | remaining: 59s    
step 00754 (80.4%) | loss: 2.909228 | lrm: 0.39 | T: 1024 | dt: 305ms | tok/sec: 1,721,400 | mfu: 41.6% | epoch: 1 | remaining: 58s    
step 00755 (80.5%) | loss: 2.905716 | lrm: 0.39 | T: 1024 | dt: 345ms | tok/sec: 1,519,839 | mfu: 36.7% | epoch: 1 | remaining: 58s    
step 00756 (80.7%) | loss: 2.905189 | lrm: 0.39 | T: 1024 | dt: 298ms | tok/sec: 1,759,401 | mfu: 42.5% | epoch: 1 | remaining: 58s    
step 00757 (80.8%) | loss: 2.905275 | lrm: 0.38 | T: 1024 | dt: 305ms | tok/sec: 1,718,611 | mfu: 41.5% | epoch: 1 | remaining: 57s    
step 00758 (80.9%) | loss: 2.902870 | lrm: 0.38 | T: 1024 | dt: 307ms | tok/sec: 1,705,061 | mfu: 41.2% | epoch: 1 | remaining: 57s    
step 00759 (81.0%) | loss: 2.899584 | lrm: 0.38 | T: 1024 | dt: 308ms | tok/sec: 1,703,057 | mfu: 41.1% | epoch: 1 | remaining: 57s    
step 00760 (81.1%) | loss: 2.900287 | lrm: 0.38 | T: 1024 | dt: 379ms | tok/sec: 1,382,868 | mfu: 33.4% | epoch: 1 | remaining: 56s    
step 00761 (81.2%) | loss: 2.900881 | lrm: 0.38 | T: 1024 | dt: 313ms | tok/sec: 1,674,150 | mfu: 40.5% | epoch: 1 | remaining: 56s    
step 00762 (81.3%) | loss: 2.910173 | lrm: 0.37 | T: 1024 | dt: 299ms | tok/sec: 1,752,679 | mfu: 42.3% | epoch: 1 | remaining: 56s    
step 00763 (81.4%) | loss: 2.909193 | lrm: 0.37 | T: 1024 | dt: 346ms | tok/sec: 1,514,193 | mfu: 36.6% | epoch: 1 | remaining: 55s    
step 00764 (81.5%) | loss: 2.907083 | lrm: 0.37 | T: 1024 | dt: 300ms | tok/sec: 1,750,081 | mfu: 42.3% | epoch: 1 | remaining: 55s    
step 00765 (81.6%) | loss: 2.904973 | lrm: 0.37 | T: 1024 | dt: 298ms | tok/sec: 1,757,136 | mfu: 42.5% | epoch: 1 | remaining: 55s    
step 00766 (81.7%) | loss: 2.911102 | lrm: 0.37 | T: 1024 | dt: 308ms | tok/sec: 1,704,648 | mfu: 41.2% | epoch: 1 | remaining: 55s    
step 00767 (81.8%) | loss: 2.908833 | lrm: 0.36 | T: 1024 | dt: 309ms | tok/sec: 1,695,778 | mfu: 41.0% | epoch: 1 | remaining: 54s    
step 00768 (81.9%) | loss: 2.908636 | lrm: 0.36 | T: 1024 | dt: 306ms | tok/sec: 1,713,096 | mfu: 41.4% | epoch: 1 | remaining: 54s    
step 00769 (82.0%) | loss: 2.906307 | lrm: 0.36 | T: 1024 | dt: 304ms | tok/sec: 1,726,412 | mfu: 41.7% | epoch: 1 | remaining: 54s    
step 00770 (82.1%) | loss: 2.906540 | lrm: 0.36 | T: 1024 | dt: 311ms | tok/sec: 1,685,758 | mfu: 40.7% | epoch: 1 | remaining: 53s    
step 00771 (82.2%) | loss: 2.904825 | lrm: 0.36 | T: 1024 | dt: 319ms | tok/sec: 1,643,669 | mfu: 39.7% | epoch: 1 | remaining: 53s    
step 00772 (82.3%) | loss: 2.901941 | lrm: 0.35 | T: 1024 | dt: 315ms | tok/sec: 1,665,515 | mfu: 40.2% | epoch: 1 | remaining: 53s    
step 00773 (82.4%) | loss: 2.902318 | lrm: 0.35 | T: 1024 | dt: 343ms | tok/sec: 1,529,551 | mfu: 37.0% | epoch: 1 | remaining: 52s    
step 00774 (82.5%) | loss: 2.897405 | lrm: 0.35 | T: 1024 | dt: 305ms | tok/sec: 1,721,176 | mfu: 41.6% | epoch: 1 | remaining: 52s    
step 00775 (82.6%) | loss: 2.900620 | lrm: 0.35 | T: 1024 | dt: 305ms | tok/sec: 1,719,830 | mfu: 41.6% | epoch: 1 | remaining: 52s    
step 00776 (82.8%) | loss: 2.901098 | lrm: 0.34 | T: 1024 | dt: 310ms | tok/sec: 1,691,449 | mfu: 40.9% | epoch: 1 | remaining: 51s    
step 00777 (82.9%) | loss: 2.900879 | lrm: 0.34 | T: 1024 | dt: 301ms | tok/sec: 1,741,673 | mfu: 42.1% | epoch: 1 | remaining: 51s    
step 00778 (83.0%) | loss: 2.897700 | lrm: 0.34 | T: 1024 | dt: 384ms | tok/sec: 1,365,154 | mfu: 33.0% | epoch: 1 | remaining: 51s    
step 00779 (83.1%) | loss: 2.899178 | lrm: 0.34 | T: 1024 | dt: 296ms | tok/sec: 1,770,755 | mfu: 42.8% | epoch: 1 | remaining: 50s    
step 00780 (83.2%) | loss: 2.896144 | lrm: 0.34 | T: 1024 | dt: 297ms | tok/sec: 1,764,192 | mfu: 42.6% | epoch: 1 | remaining: 50s    
step 00781 (83.3%) | loss: 2.894890 | lrm: 0.33 | T: 1024 | dt: 333ms | tok/sec: 1,573,099 | mfu: 38.0% | epoch: 1 | remaining: 50s    
step 00782 (83.4%) | loss: 2.898318 | lrm: 0.33 | T: 1024 | dt: 311ms | tok/sec: 1,684,604 | mfu: 40.7% | epoch: 1 | remaining: 50s    
step 00783 (83.5%) | loss: 2.897850 | lrm: 0.33 | T: 1024 | dt: 318ms | tok/sec: 1,646,442 | mfu: 39.8% | epoch: 1 | remaining: 49s    
step 00784 (83.6%) | loss: 2.897464 | lrm: 0.33 | T: 1024 | dt: 310ms | tok/sec: 1,688,580 | mfu: 40.8% | epoch: 1 | remaining: 49s    
step 00785 (83.7%) | loss: 2.895633 | lrm: 0.33 | T: 1024 | dt: 322ms | tok/sec: 1,629,043 | mfu: 39.4% | epoch: 1 | remaining: 49s    
step 00786 (83.8%) | loss: 2.893658 | lrm: 0.32 | T: 1024 | dt: 308ms | tok/sec: 1,700,856 | mfu: 41.1% | epoch: 1 | remaining: 48s    
step 00787 (83.9%) | loss: 2.893878 | lrm: 0.32 | T: 1024 | dt: 347ms | tok/sec: 1,510,001 | mfu: 36.5% | epoch: 1 | remaining: 48s    
step 00788 (84.0%) | loss: 2.889244 | lrm: 0.32 | T: 1024 | dt: 419ms | tok/sec: 1,251,955 | mfu: 30.2% | epoch: 1 | remaining: 47s    
step 00789 (84.2%) | loss: 2.885278 | lrm: 0.32 | T: 1024 | dt: 301ms | tok/sec: 1,741,152 | mfu: 42.1% | epoch: 1 | remaining: 47s    
step 00790 (84.3%) | loss: 2.887218 | lrm: 0.31 | T: 1024 | dt: 370ms | tok/sec: 1,417,158 | mfu: 34.2% | epoch: 1 | remaining: 47s    
step 00791 (84.4%) | loss: 2.886084 | lrm: 0.31 | T: 1024 | dt: 325ms | tok/sec: 1,614,613 | mfu: 39.0% | epoch: 1 | remaining: 46s    
step 00792 (84.5%) | loss: 2.884488 | lrm: 0.31 | T: 1024 | dt: 311ms | tok/sec: 1,684,429 | mfu: 40.7% | epoch: 1 | remaining: 46s    
step 00793 (84.6%) | loss: 2.888376 | lrm: 0.31 | T: 1024 | dt: 408ms | tok/sec: 1,285,331 | mfu: 31.1% | epoch: 1 | remaining: 46s    
step 00794 (84.7%) | loss: 2.888145 | lrm: 0.31 | T: 1024 | dt: 379ms | tok/sec: 1,383,882 | mfu: 33.4% | epoch: 1 | remaining: 45s    
step 00795 (84.9%) | loss: 2.887830 | lrm: 0.30 | T: 1024 | dt: 325ms | tok/sec: 1,615,140 | mfu: 39.0% | epoch: 1 | remaining: 45s    
step 00796 (85.0%) | loss: 2.887198 | lrm: 0.30 | T: 1024 | dt: 313ms | tok/sec: 1,674,674 | mfu: 40.5% | epoch: 1 | remaining: 45s    
step 00797 (85.1%) | loss: 2.887556 | lrm: 0.30 | T: 2048 | dt: 330ms | tok/sec: 1,589,307 | mfu: 38.4% | epoch: 1 | remaining: 44s    
step 00798 (85.2%) | loss: 2.886031 | lrm: 0.30 | T: 2048 | dt: 327ms | tok/sec: 1,602,327 | mfu: 38.7% | epoch: 1 | remaining: 44s    
step 00799 (85.3%) | loss: 2.884431 | lrm: 0.29 | T: 2048 | dt: 319ms | tok/sec: 1,645,395 | mfu: 39.8% | epoch: 1 | remaining: 44s    
step 00800 (85.4%) | loss: 2.877450 | lrm: 0.29 | T: 2048 | dt: 326ms | tok/sec: 1,610,019 | mfu: 38.9% | epoch: 1 | remaining: 43s    
step 00801 (85.5%) | loss: 2.867371 | lrm: 0.29 | T: 2048 | dt: 321ms | tok/sec: 1,631,429 | mfu: 39.4% | epoch: 1 | remaining: 43s    
step 00802 (85.6%) | loss: 2.862464 | lrm: 0.29 | T: 2048 | dt: 316ms | tok/sec: 1,661,684 | mfu: 40.1% | epoch: 1 | remaining: 43s    
step 00803 (85.7%) | loss: 2.862174 | lrm: 0.29 | T: 2048 | dt: 325ms | tok/sec: 1,612,254 | mfu: 39.0% | epoch: 1 | remaining: 42s    
step 00804 (85.8%) | loss: 2.859495 | lrm: 0.28 | T: 2048 | dt: 322ms | tok/sec: 1,626,938 | mfu: 39.3% | epoch: 1 | remaining: 42s    
step 00805 (85.9%) | loss: 2.857009 | lrm: 0.28 | T: 2048 | dt: 319ms | tok/sec: 1,642,502 | mfu: 39.7% | epoch: 1 | remaining: 42s    
step 00806 (86.0%) | loss: 2.853883 | lrm: 0.28 | T: 2048 | dt: 360ms | tok/sec: 1,457,608 | mfu: 35.2% | epoch: 1 | remaining: 41s    
step 00807 (86.2%) | loss: 2.853549 | lrm: 0.28 | T: 2048 | dt: 396ms | tok/sec: 1,324,437 | mfu: 32.0% | epoch: 1 | remaining: 41s    
step 00808 (86.3%) | loss: 2.849043 | lrm: 0.27 | T: 2048 | dt: 330ms | tok/sec: 1,588,413 | mfu: 38.4% | epoch: 1 | remaining: 41s    
step 00809 (86.4%) | loss: 2.845757 | lrm: 0.27 | T: 2048 | dt: 314ms | tok/sec: 1,669,836 | mfu: 40.3% | epoch: 1 | remaining: 40s    
step 00810 (86.5%) | loss: 2.850418 | lrm: 0.27 | T: 2048 | dt: 331ms | tok/sec: 1,583,629 | mfu: 38.3% | epoch: 1 | remaining: 40s    
step 00811 (86.6%) | loss: 2.851736 | lrm: 0.27 | T: 2048 | dt: 319ms | tok/sec: 1,641,313 | mfu: 39.7% | epoch: 1 | remaining: 40s    
step 00812 (86.7%) | loss: 2.850192 | lrm: 0.27 | T: 2048 | dt: 402ms | tok/sec: 1,303,976 | mfu: 31.5% | epoch: 1 | remaining: 39s    
step 00813 (86.9%) | loss: 2.850930 | lrm: 0.26 | T: 2048 | dt: 314ms | tok/sec: 1,670,615 | mfu: 40.4% | epoch: 1 | remaining: 39s    
step 00814 (87.0%) | loss: 2.849273 | lrm: 0.26 | T: 2048 | dt: 386ms | tok/sec: 1,357,710 | mfu: 32.8% | epoch: 1 | remaining: 39s    
step 00815 (87.1%) | loss: 2.850927 | lrm: 0.26 | T: 2048 | dt: 322ms | tok/sec: 1,630,090 | mfu: 39.4% | epoch: 1 | remaining: 38s    
step 00816 (87.2%) | loss: 2.851241 | lrm: 0.26 | T: 2048 | dt: 314ms | tok/sec: 1,670,329 | mfu: 40.4% | epoch: 1 | remaining: 38s    
step 00817 (87.3%) | loss: 2.848784 | lrm: 0.25 | T: 2048 | dt: 330ms | tok/sec: 1,589,961 | mfu: 38.4% | epoch: 1 | remaining: 38s    
step 00818 (87.4%) | loss: 2.843145 | lrm: 0.25 | T: 2048 | dt: 366ms | tok/sec: 1,432,661 | mfu: 34.6% | epoch: 1 | remaining: 37s    
step 00819 (87.5%) | loss: 2.846994 | lrm: 0.25 | T: 2048 | dt: 315ms | tok/sec: 1,664,431 | mfu: 40.2% | epoch: 1 | remaining: 37s    
step 00820 (87.6%) | loss: 2.843520 | lrm: 0.25 | T: 2048 | dt: 366ms | tok/sec: 1,433,030 | mfu: 34.6% | epoch: 1 | remaining: 37s    
step 00821 (87.8%) | loss: 2.841528 | lrm: 0.24 | T: 2048 | dt: 364ms | tok/sec: 1,439,061 | mfu: 34.8% | epoch: 1 | remaining: 36s    
step 00822 (87.9%) | loss: 2.839338 | lrm: 0.24 | T: 2048 | dt: 340ms | tok/sec: 1,540,403 | mfu: 37.2% | epoch: 1 | remaining: 36s    
step 00823 (88.0%) | loss: 2.839072 | lrm: 0.24 | T: 2048 | dt: 351ms | tok/sec: 1,492,160 | mfu: 36.1% | epoch: 1 | remaining: 36s    
step 00824 (88.1%) | loss: 2.835297 | lrm: 0.24 | T: 2048 | dt: 318ms | tok/sec: 1,649,397 | mfu: 39.9% | epoch: 1 | remaining: 35s    
step 00825 (88.2%) | loss: 2.839037 | lrm: 0.24 | T: 2048 | dt: 316ms | tok/sec: 1,660,982 | mfu: 40.1% | epoch: 1 | remaining: 35s    
step 00826 (88.3%) | loss: 2.841531 | lrm: 0.23 | T: 2048 | dt: 341ms | tok/sec: 1,538,355 | mfu: 37.2% | epoch: 1 | remaining: 35s    
step 00827 (88.4%) | loss: 2.842289 | lrm: 0.23 | T: 2048 | dt: 322ms | tok/sec: 1,629,707 | mfu: 39.4% | epoch: 1 | remaining: 34s    
step 00828 (88.6%) | loss: 2.839262 | lrm: 0.23 | T: 2048 | dt: 320ms | tok/sec: 1,638,815 | mfu: 39.6% | epoch: 1 | remaining: 34s    
step 00829 (88.7%) | loss: 2.843180 | lrm: 0.23 | T: 2048 | dt: 338ms | tok/sec: 1,553,330 | mfu: 37.5% | epoch: 1 | remaining: 34s    
step 00830 (88.8%) | loss: 2.841985 | lrm: 0.22 | T: 2048 | dt: 419ms | tok/sec: 1,250,529 | mfu: 30.2% | epoch: 1 | remaining: 33s    
step 00831 (88.9%) | loss: 2.837016 | lrm: 0.22 | T: 2048 | dt: 358ms | tok/sec: 1,465,320 | mfu: 35.4% | epoch: 1 | remaining: 33s    
step 00832 (89.0%) | loss: 2.834227 | lrm: 0.22 | T: 2048 | dt: 317ms | tok/sec: 1,653,110 | mfu: 39.9% | epoch: 1 | remaining: 33s    
step 00833 (89.1%) | loss: 2.834404 | lrm: 0.22 | T: 2048 | dt: 326ms | tok/sec: 1,610,510 | mfu: 38.9% | epoch: 1 | remaining: 32s    
step 00834 (89.2%) | loss: 2.834674 | lrm: 0.22 | T: 2048 | dt: 324ms | tok/sec: 1,620,295 | mfu: 39.1% | epoch: 1 | remaining: 32s    
step 00835 (89.4%) | loss: 2.829198 | lrm: 0.21 | T: 2048 | dt: 314ms | tok/sec: 1,671,854 | mfu: 40.4% | epoch: 1 | remaining: 32s    
step 00836 (89.5%) | loss: 2.834682 | lrm: 0.21 | T: 2048 | dt: 324ms | tok/sec: 1,618,985 | mfu: 39.1% | epoch: 1 | remaining: 31s    
step 00837 (89.6%) | loss: 2.830256 | lrm: 0.21 | T: 2048 | dt: 329ms | tok/sec: 1,595,849 | mfu: 38.6% | epoch: 1 | remaining: 31s    
step 00838 (89.7%) | loss: 2.827939 | lrm: 0.21 | T: 2048 | dt: 321ms | tok/sec: 1,633,416 | mfu: 39.5% | epoch: 1 | remaining: 31s    
step 00839 (89.8%) | loss: 2.836352 | lrm: 0.20 | T: 2048 | dt: 319ms | tok/sec: 1,642,533 | mfu: 39.7% | epoch: 1 | remaining: 30s    
step 00840 (89.9%) | loss: 2.840015 | lrm: 0.20 | T: 2048 | dt: 328ms | tok/sec: 1,598,499 | mfu: 38.6% | epoch: 1 | remaining: 30s    
step 00841 (90.0%) | loss: 2.834942 | lrm: 0.20 | T: 2048 | dt: 319ms | tok/sec: 1,641,032 | mfu: 39.6% | epoch: 1 | remaining: 30s    
step 00842 (90.1%) | loss: 2.838009 | lrm: 0.20 | T: 2048 | dt: 348ms | tok/sec: 1,507,360 | mfu: 36.4% | epoch: 1 | remaining: 29s    
step 00843 (90.2%) | loss: 2.834532 | lrm: 0.20 | T: 2048 | dt: 332ms | tok/sec: 1,579,749 | mfu: 38.2% | epoch: 1 | remaining: 29s    
step 00844 (90.3%) | loss: 2.835031 | lrm: 0.19 | T: 2048 | dt: 319ms | tok/sec: 1,645,984 | mfu: 39.8% | epoch: 1 | remaining: 29s    
step 00845 (90.4%) | loss: 2.835362 | lrm: 0.19 | T: 2048 | dt: 325ms | tok/sec: 1,615,358 | mfu: 39.0% | epoch: 1 | remaining: 28s    
step 00846 (90.5%) | loss: 2.832682 | lrm: 0.19 | T: 2048 | dt: 322ms | tok/sec: 1,628,196 | mfu: 39.3% | epoch: 1 | remaining: 28s    
step 00847 (90.7%) | loss: 2.835203 | lrm: 0.19 | T: 2048 | dt: 316ms | tok/sec: 1,660,693 | mfu: 40.1% | epoch: 1 | remaining: 28s    
step 00848 (90.8%) | loss: 2.831684 | lrm: 0.18 | T: 2048 | dt: 323ms | tok/sec: 1,623,723 | mfu: 39.2% | epoch: 1 | remaining: 27s    
step 00849 (90.9%) | loss: 2.829606 | lrm: 0.18 | T: 2048 | dt: 323ms | tok/sec: 1,623,800 | mfu: 39.2% | epoch: 1 | remaining: 27s    
step 00850 (91.0%) | loss: 2.833737 | lrm: 0.18 | T: 2048 | dt: 318ms | tok/sec: 1,650,033 | mfu: 39.9% | epoch: 1 | remaining: 27s    
step 00851 (91.1%) | loss: 2.831881 | lrm: 0.18 | T: 2048 | dt: 319ms | tok/sec: 1,642,150 | mfu: 39.7% | epoch: 1 | remaining: 26s    
step 00852 (91.2%) | loss: 2.827402 | lrm: 0.18 | T: 2048 | dt: 320ms | tok/sec: 1,638,134 | mfu: 39.6% | epoch: 1 | remaining: 26s    
step 00853 (91.3%) | loss: 2.827256 | lrm: 0.17 | T: 2048 | dt: 343ms | tok/sec: 1,527,629 | mfu: 36.9% | epoch: 1 | remaining: 26s    
